Kolumna1	Kolumna2	Kolumna3	Kolumna4	kg_trans	ilosc_kg	przed_przecena	PO_PRZECENIE	rabaty_suma	czy_wystepuje_rabat						
01/06/2022	Reneta	J	128-29-15-591	342	8088	1197	1197	0	0						
06/06/2022	Melba	L	128-29-15-591	245	8333	661,5	661,5	0	0						
15/06/2022	Reneta	J	128-29-15-591	59	8392	206,5	206,5	0	0						
29/06/2022	Papierowka	L	128-29-15-591	210	8602	672	672	0	0						
05/07/2022	Papierowka	L	128-29-15-591	103	8705	329,6	329,6	0	0						
11/07/2022	Reneta	J	128-29-15-591	147	8852	514,5	514,5	0	0						
18/07/2022	Reneta	J	128-29-15-591	99	8951	346,5	346,5	0	0						
25/07/2022	Melba	L	128-29-15-591	180	9131	486	486	0	0						
28/07/2022	Melba	L	128-29-15-591	183	9314	494,1	494,1	0	0						
08/08/2022	Papierowka	L	128-29-15-591	373	9687	1193,6	1193,6	0	0						
08/08/2022	Papierowka	L	128-29-15-591	52	9739	166,4	166,4	0	0						
15/08/2022	Papierowka	L	128-29-15-591	465	10204	1488	1488	0	0						
17/08/2022	Papierowka	L	128-29-15-591	274	10478	876,8	876,8	0	0						
18/08/2022	Reneta	J	128-29-15-591	100	10578	350	350	0	0						
19/08/2022	Papierowka	L	128-29-15-591	490	11068	1568	1568	0	0						
26/08/2022	Melba	L	128-29-15-591	191	11259	515,7	515,7	0	0						
01/09/2022	Reneta	J	128-29-15-591	332	11591	1162	1162	0	0						
13/09/2022	Reneta	J	128-29-15-591	404	11995	1414	1414	0	0						
22/09/2022	Antonowka	J	128-29-15-591	156	12151	499,2	499,2	0	0						
27/10/2022	Reneta	J	128-29-15-591	164	12315	574	574	0	0						
31/10/2022	Lobo	J	128-29-15-591	415	12730	1037,5	1037,5	0	0						
07/11/2022	Antonowka	J	128-29-15-591	178	12908	569,6	569,6	0	0						
08/11/2022	Delikates	J	128-29-15-591	351	13259	1123,2	1123,2	0	0						
11/11/2022	Kosztela	J	128-29-15-591	415	13674	1037,5	1037,5	0	0						
14/11/2022	Reneta	J	128-29-15-591	65	13739	227,5	227,5	0	0						
16/11/2022	Reneta	J	128-29-15-591	376	14115	1316	1316	0	0						
10/12/2022	Ligol	Z	128-29-15-591	489	14604	1662,6	1662,6	0	0						
12/12/2022	Jonagold	Z	128-29-15-591	224	14828	761,6	761,6	0	0						
14/12/2022	Cortland	Z	128-29-15-591	346	15174	1107,2	1089,9	17,3	1						
14/01/2022	Szampion	Z	128-69-77-900	364	364	873,6	873,6	0	0						
19/01/2022	Gala	Z	128-69-77-900	717	1081	2437,8	2437,8	0	0						
01/02/2022	Gala	Z	128-69-77-900	508	1589	1727,2	1727,2	0	0						
07/02/2022	Gala	Z	128-69-77-900	317	1906	1077,8	1077,8	0	0						
08/02/2022	Jonagold	Z	128-69-77-900	409	2315	1390,6	1390,6	0	0						
14/02/2022	Alwa	Z	128-69-77-900	16	2331	46,4	46,4	0	0						
17/02/2022	Cortland	Z	128-69-77-900	477	2808	1526,4	1526,4	0	0						
16/03/2022	Jonagold	Z	128-69-77-900	512	3320	1740,8	1740,8	0	0						
21/03/2022	Alwa	Z	128-69-77-900	299	3619	867,1	867,1	0	0						
11/04/2022	Alwa	Z	128-69-77-900	307	3926	890,3	890,3	0	0						
15/04/2022	Gloster	Z	128-69-77-900	133	4059	452,2	452,2	0	0						
14/05/2022	Szampion	Z	128-69-77-900	323	4382	775,2	775,2	0	0						
16/05/2022	Gloster	Z	128-69-77-900	74	4456	251,6	251,6	0	0						
21/05/2022	Gala	Z	128-69-77-900	417	4873	1417,8	1417,8	0	0						
30/05/2022	Jonagold	Z	128-69-77-900	532	5405	1808,8	1808,8	0	0						
02/06/2022	Papierowka	L	128-69-77-900	481	5886	1539,2	1539,2	0	0						
16/06/2022	Papierowka	L	128-69-77-900	343	6229	1097,6	1097,6	0	0						
17/06/2022	Papierowka	L	128-69-77-900	137	6366	438,4	438,4	0	0						
21/06/2022	Papierowka	L	128-69-77-900	75	6441	240	240	0	0						
27/06/2022	Melba	L	128-69-77-900	183	6624	494,1	494,1	0	0						
27/06/2022	Melba	L	128-69-77-900	126	6750	340,2	340,2	0	0						
28/06/2022	Melba	L	128-69-77-900	249	6999	672,3	672,3	0	0						
01/07/2022	Reneta	J	128-69-77-900	466	7465	1631	1631	0	0						
13/07/2022	Melba	L	128-69-77-900	438	7903	1182,6	1182,6	0	0						
28/07/2022	Papierowka	L	128-69-77-900	127	8030	406,4	406,4	0	0						
02/08/2022	Reneta	J	128-69-77-900	162	8192	567	567	0	0						
15/08/2022	Reneta	J	128-69-77-900	448	8640	1568	1568	0	0						
15/08/2022	Reneta	J	128-69-77-900	98	8738	343	343	0	0						
18/08/2022	Reneta	J	128-69-77-900	266	9004	931	931	0	0						
06/09/2022	Reneta	J	128-69-77-900	132	9136	462	462	0	0						
06/09/2022	Lobo	J	128-69-77-900	246	9382	615	615	0	0						
08/09/2022	Kosztela	J	128-69-77-900	405	9787	1012,5	1012,5	0	0						
12/09/2022	Reneta	J	128-69-77-900	29	9816	101,5	101,5	0	0						
13/09/2022	Kosztela	J	128-69-77-900	201	10017	502,5	502,5	0	0						
27/09/2022	Antonowka	J	128-69-77-900	266	10283	851,2	851,2	0	0						
03/10/2022	Antonowka	J	128-69-77-900	95	10378	304	304	0	0						
03/10/2022	Delikates	J	128-69-77-900	171	10549	547,2	547,2	0	0						
04/11/2022	Reneta	J	128-69-77-900	401	10950	1403,5	1403,5	0	0						
07/11/2022	Delikates	J	128-69-77-900	325	11275	1040	1040	0	0						
07/11/2022	Antonowka	J	128-69-77-900	164	11439	524,8	524,8	0	0						
14/11/2022	Reneta	J	128-69-77-900	405	11844	1417,5	1417,5	0	0						
23/11/2022	Lobo	J	128-69-77-900	231	12075	577,5	577,5	0	0						
01/12/2022	Ligol	Z	128-69-77-900	219	12294	744,6	744,6	0	0						
31/12/2022	Alwa	Z	128-69-77-900	402	12696	1165,8	1165,8	0	0						
04/01/2022	Cortland	Z	128-91-02-348	438	438	1401,6	1401,6	0	0						
21/01/2022	Cortland	Z	128-91-02-348	410	848	1312	1312	0	0						
24/01/2022	Alwa	Z	128-91-02-348	305	1153	884,5	884,5	0	0						
26/01/2022	Idared	Z	128-91-02-348	409	1562	1390,6	1390,6	0	0						
26/01/2022	Jonagored	Z	128-91-02-348	568	2130	1988	1988	0	0						
01/02/2022	Cortland	Z	128-91-02-348	67	2197	214,4	214,4	0	0						
08/02/2022	Gloster	Z	128-91-02-348	341	2538	1159,4	1159,4	0	0						
22/02/2022	Jonagored	Z	128-91-02-348	235	2773	822,5	822,5	0	0						
28/02/2022	Gala	Z	128-91-02-348	459	3232	1560,6	1560,6	0	0						
11/03/2022	Cortland	Z	128-91-02-348	381	3613	1219,2	1219,2	0	0						
16/03/2022	Jonagored	Z	128-91-02-348	374	3987	1309	1309	0	0						
30/03/2022	Gloster	Z	128-91-02-348	218	4205	741,2	741,2	0	0						
05/04/2022	Alwa	Z	128-91-02-348	178	4383	516,2	516,2	0	0						
22/04/2022	Gloster	Z	128-91-02-348	388	4771	1319,2	1319,2	0	0						
27/04/2022	Cortland	Z	128-91-02-348	81	4852	259,2	259,2	0	0						
28/04/2022	Jonagored	Z	128-91-02-348	303	5155	1060,5	1060,5	0	0						
29/04/2022	Ligol	Z	128-91-02-348	312	5467	1060,8	1060,8	0	0						
03/05/2022	Szampion	Z	128-91-02-348	219	5686	525,6	525,6	0	0						
30/05/2022	Cortland	Z	128-91-02-348	173	5859	553,6	553,6	0	0						
02/06/2022	Melba	L	128-91-02-348	94	5953	253,8	253,8	0	0						
04/06/2022	Melba	L	128-91-02-348	86	6039	232,2	232,2	0	0						
24/06/2022	Reneta	J	128-91-02-348	109	6148	381,5	381,5	0	0						
02/07/2022	Papierowka	L	128-91-02-348	277	6425	886,4	886,4	0	0						
04/07/2022	Papierowka	L	128-91-02-348	165	6590	528	528	0	0						
04/07/2022	Reneta	J	128-91-02-348	179	6769	626,5	626,5	0	0						
09/07/2022	Reneta	J	128-91-02-348	161	6930	563,5	563,5	0	0						
12/07/2022	Melba	L	128-91-02-348	343	7273	926,1	926,1	0	0						
15/07/2022	Melba	L	128-91-02-348	230	7503	621	621	0	0						
19/07/2022	Papierowka	L	128-91-02-348	485	7988	1552	1552	0	0						
26/07/2022	Papierowka	L	128-91-02-348	243	8231	777,6	777,6	0	0						
02/08/2022	Melba	L	128-91-02-348	398	8629	1074,6	1074,6	0	0						
06/08/2022	Papierowka	L	128-91-02-348	489	9118	1564,8	1564,8	0	0						
20/08/2022	Reneta	J	128-91-02-348	147	9265	514,5	514,5	0	0						
29/08/2022	Melba	L	128-91-02-348	62	9327	167,4	167,4	0	0						
30/08/2022	Reneta	J	128-91-02-348	146	9473	511	511	0	0						
03/09/2022	Kosztela	J	128-91-02-348	366	9839	915	915	0	0						
30/09/2022	Reneta	J	128-91-02-348	253	10092	885,5	885,5	0	0						
05/10/2022	Delikates	J	128-91-02-348	107	10199	342,4	342,4	0	0						
12/10/2022	Lobo	J	128-91-02-348	425	10624	1062,5	1062,5	0	0						
17/10/2022	Lobo	J	128-91-02-348	364	10988	910	910	0	0						
24/10/2022	Reneta	J	128-91-02-348	167	11155	584,5	584,5	0	0						
27/10/2022	Kosztela	J	128-91-02-348	92	11247	230	230	0	0						
09/11/2022	Reneta	J	128-91-02-348	94	11341	329	329	0	0						
14/11/2022	Delikates	J	128-91-02-348	401	11742	1283,2	1283,2	0	0						
25/11/2022	Delikates	J	128-91-02-348	258	12000	825,6	825,6	0	0						
28/11/2022	Delikates	J	128-91-02-348	86	12086	275,2	275,2	0	0						
02/12/2022	Gloster	Z	128-91-02-348	90	12176	306	306	0	0						
05/12/2022	Ligol	Z	128-91-02-348	394	12570	1339,6	1339,6	0	0						
07/12/2022	Gloster	Z	128-91-02-348	281	12851	955,4	955,4	0	0						
09/12/2022	Gloster	Z	128-91-02-348	65	12916	221	221	0	0						
13/12/2022	Gala	Z	128-91-02-348	567	13483	1927,8	1927,8	0	0						
17/12/2022	Alwa	Z	128-91-02-348	39	13522	113,1	113,1	0	0						
26/12/2022	Cortland	Z	128-91-02-348	131	13653	419,2	419,2	0	0						
28/12/2022	Szampion	Z	128-91-02-348	154	13807	369,6	369,6	0	0						
07/01/2022	Idared	Z	131-80-62-556	446	446	1516,4	1516,4	0	0						
10/01/2022	Alwa	Z	131-80-62-556	85	531	246,5	246,5	0	0						
14/01/2022	Gala	Z	131-80-62-556	566	1097	1924,4	1924,4	0	0						
18/01/2022	Cortland	Z	131-80-62-556	346	1443	1107,2	1107,2	0	0						
24/01/2022	Gloster	Z	131-80-62-556	255	1698	867	867	0	0						
01/02/2022	Ligol	Z	131-80-62-556	129	1827	438,6	438,6	0	0						
14/02/2022	Cortland	Z	131-80-62-556	465	2292	1488	1488	0	0						
16/02/2022	Szampion	Z	131-80-62-556	542	2834	1300,8	1300,8	0	0						
28/02/2022	Cortland	Z	131-80-62-556	65	2899	208	208	0	0						
01/03/2022	Gala	Z	131-80-62-556	329	3228	1118,6	1118,6	0	0						
11/03/2022	Idared	Z	131-80-62-556	127	3355	431,8	431,8	0	0						
15/03/2022	Jonagold	Z	131-80-62-556	469	3824	1594,6	1594,6	0	0						
22/03/2022	Alwa	Z	131-80-62-556	194	4018	562,6	562,6	0	0						
24/03/2022	Gloster	Z	131-80-62-556	113	4131	384,2	384,2	0	0						
26/03/2022	Ligol	Z	131-80-62-556	49	4180	166,6	166,6	0	0						
29/03/2022	Cortland	Z	131-80-62-556	273	4453	873,6	873,6	0	0						
11/04/2022	Cortland	Z	131-80-62-556	52	4505	166,4	166,4	0	0						
16/04/2022	Ligol	Z	131-80-62-556	465	4970	1581	1581	0	0						
28/04/2022	Gloster	Z	131-80-62-556	156	5126	530,4	530,4	0	0						
28/04/2022	Jonagold	Z	131-80-62-556	648	5774	2203,2	2203,2	0	0						
03/05/2022	Jonagold	Z	131-80-62-556	339	6113	1152,6	1152,6	0	0						
19/05/2022	Gala	Z	131-80-62-556	387	6500	1315,8	1315,8	0	0						
20/05/2022	Gloster	Z	131-80-62-556	456	6956	1550,4	1550,4	0	0						
24/05/2022	Gala	Z	131-80-62-556	578	7534	1965,2	1965,2	0	0						
30/05/2022	Szampion	Z	131-80-62-556	164	7698	393,6	393,6	0	0						
30/05/2022	Ligol	Z	131-80-62-556	258	7956	877,2	877,2	0	0						
21/06/2022	Papierowka	L	131-80-62-556	83	8039	265,6	265,6	0	0						
12/07/2022	Reneta	J	131-80-62-556	238	8277	833	833	0	0						
18/07/2022	Melba	L	131-80-62-556	28	8305	75,6	75,6	0	0						
18/07/2022	Papierowka	L	131-80-62-556	21	8326	67,2	67,2	0	0						
22/07/2022	Melba	L	131-80-62-556	192	8518	518,4	518,4	0	0						
29/07/2022	Papierowka	L	131-80-62-556	353	8871	1129,6	1129,6	0	0						
16/08/2022	Reneta	J	131-80-62-556	466	9337	1631	1631	0	0						
19/08/2022	Reneta	J	131-80-62-556	61	9398	213,5	213,5	0	0						
01/10/2022	Delikates	J	131-80-62-556	131	9529	419,2	419,2	0	0						
04/10/2022	Reneta	J	131-80-62-556	337	9866	1179,5	1179,5	0	0						
06/10/2022	Reneta	J	131-80-62-556	163	10029	570,5	570,5	0	0						
14/10/2022	Reneta	J	131-80-62-556	499	10528	1746,5	1746,5	0	0						
17/10/2022	Antonowka	J	131-80-62-556	86	10614	275,2	275,2	0	0						
21/10/2022	Delikates	J	131-80-62-556	415	11029	1328	1328	0	0						
24/10/2022	Lobo	J	131-80-62-556	32	11061	80	80	0	0						
07/11/2022	Kosztela	J	131-80-62-556	239	11300	597,5	597,5	0	0						
09/11/2022	Kosztela	J	131-80-62-556	167	11467	417,5	417,5	0	0						
14/11/2022	Antonowka	J	131-80-62-556	423	11890	1353,6	1353,6	0	0						
18/11/2022	Lobo	J	131-80-62-556	246	12136	615	615	0	0						
21/11/2022	Delikates	J	131-80-62-556	225	12361	720	720	0	0						
22/11/2022	Reneta	J	131-80-62-556	307	12668	1074,5	1074,5	0	0						
25/11/2022	Reneta	J	131-80-62-556	46	12714	161	161	0	0						
19/12/2022	Jonagold	Z	131-80-62-556	283	12997	962,2	962,2	0	0						
21/12/2022	Alwa	Z	131-80-62-556	216	13213	626,4	626,4	0	0						
17/01/2022	Szampion	Z	138-66-38-929	240	240	576	576	0	0						
20/01/2022	Gloster	Z	138-66-38-929	234	474	795,6	795,6	0	0						
29/01/2022	Alwa	Z	138-66-38-929	301	775	872,9	872,9	0	0						
09/02/2022	Alwa	Z	138-66-38-929	227	1002	658,3	658,3	0	0						
17/02/2022	Idared	Z	138-66-38-929	424	1426	1441,6	1441,6	0	0						
19/02/2022	Idared	Z	138-66-38-929	90	1516	306	306	0	0						
25/02/2022	Ligol	Z	138-66-38-929	126	1642	428,4	428,4	0	0						
16/03/2022	Ligol	Z	138-66-38-929	182	1824	618,8	618,8	0	0						
06/04/2022	Cortland	Z	138-66-38-929	195	2019	624	624	0	0						
11/04/2022	Gala	Z	138-66-38-929	771	2790	2621,4	2621,4	0	0						
18/04/2022	Jonagold	Z	138-66-38-929	590	3380	2006	2006	0	0						
27/04/2022	Cortland	Z	138-66-38-929	404	3784	1292,8	1292,8	0	0						
27/04/2022	Jonagold	Z	138-66-38-929	475	4259	1615	1615	0	0						
28/04/2022	Cortland	Z	138-66-38-929	390	4649	1248	1248	0	0						
13/05/2022	Cortland	Z	138-66-38-929	223	4872	713,6	713,6	0	0						
14/05/2022	Idared	Z	138-66-38-929	97	4969	329,8	329,8	0	0						
18/05/2022	Idared	Z	138-66-38-929	454	5423	1543,6	1543,6	0	0						
31/05/2022	Gala	Z	138-66-38-929	777	6200	2641,8	2641,8	0	0						
14/06/2022	Reneta	J	138-66-38-929	441	6641	1543,5	1543,5	0	0						
15/06/2022	Melba	L	138-66-38-929	100	6741	270	270	0	0						
25/06/2022	Reneta	J	138-66-38-929	269	7010	941,5	941,5	0	0						
27/06/2022	Reneta	J	138-66-38-929	315	7325	1102,5	1102,5	0	0						
28/06/2022	Papierowka	L	138-66-38-929	330	7655	1056	1056	0	0						
01/07/2022	Papierowka	L	138-66-38-929	117	7772	374,4	374,4	0	0						
04/07/2022	Melba	L	138-66-38-929	445	8217	1201,5	1201,5	0	0						
05/07/2022	Papierowka	L	138-66-38-929	409	8626	1308,8	1308,8	0	0						
07/07/2022	Melba	L	138-66-38-929	442	9068	1193,4	1193,4	0	0						
12/07/2022	Papierowka	L	138-66-38-929	405	9473	1296	1296	0	0						
15/07/2022	Melba	L	138-66-38-929	249	9722	672,3	672,3	0	0						
21/07/2022	Reneta	J	138-66-38-929	97	9819	339,5	339,5	0	0						
25/07/2022	Melba	L	138-66-38-929	227	10046	612,9	612,9	0	0						
29/07/2022	Reneta	J	138-66-38-929	485	10531	1697,5	1697,5	0	0						
30/07/2022	Melba	L	138-66-38-929	40	10571	108	108	0	0						
08/08/2022	Melba	L	138-66-38-929	133	10704	359,1	359,1	0	0						
08/08/2022	Reneta	J	138-66-38-929	22	10726	77	77	0	0						
16/08/2022	Papierowka	L	138-66-38-929	354	11080	1132,8	1132,8	0	0						
08/09/2022	Lobo	J	138-66-38-929	386	11466	965	965	0	0						
09/09/2022	Reneta	J	138-66-38-929	492	11958	1722	1722	0	0						
26/09/2022	Delikates	J	138-66-38-929	137	12095	438,4	438,4	0	0						
01/10/2022	Reneta	J	138-66-38-929	198	12293	693	693	0	0						
21/10/2022	Lobo	J	138-66-38-929	259	12552	647,5	647,5	0	0						
29/10/2022	Reneta	J	138-66-38-929	66	12618	231	231	0	0						
31/10/2022	Reneta	J	138-66-38-929	280	12898	980	980	0	0						
02/11/2022	Lobo	J	138-66-38-929	403	13301	1007,5	1007,5	0	0						
15/11/2022	Reneta	J	138-66-38-929	217	13518	759,5	759,5	0	0						
16/11/2022	Kosztela	J	138-66-38-929	372	13890	930	930	0	0						
21/11/2022	Lobo	J	138-66-38-929	189	14079	472,5	472,5	0	0						
23/11/2022	Reneta	J	138-66-38-929	301	14380	1053,5	1053,5	0	0						
05/12/2022	Alwa	Z	138-66-38-929	325	14705	942,5	942,5	0	0						
15/12/2022	Ligol	Z	138-66-38-929	416	15121	1414,4	1393,6	20,8	1						
16/12/2022	Szampion	Z	138-66-38-929	359	15480	861,6	843,65	17,95	1						
22/12/2022	Jonagored	Z	138-66-38-929	420	15900	1470	1449	21	1						
26/12/2022	Ligol	Z	138-66-38-929	380	16280	1292	1273	19	1						
26/12/2022	Idared	Z	138-66-38-929	78	16358	265,2	261,3	3,9	1						
28/12/2022	Ligol	Z	138-66-38-929	361	16719	1227,4	1209,35	18,05	1						
03/01/2022	Jonagored	Z	140-36-11-559	242	242	847	847	0	0						
04/01/2022	Alwa	Z	140-36-11-559	368	610	1067,2	1067,2	0	0						
08/01/2022	Idared	Z	140-36-11-559	258	868	877,2	877,2	0	0						
24/01/2022	Gala	Z	140-36-11-559	781	1649	2655,4	2655,4	0	0						
15/02/2022	Jonagold	Z	140-36-11-559	387	2036	1315,8	1315,8	0	0						
16/02/2022	Jonagold	Z	140-36-11-559	384	2420	1305,6	1305,6	0	0						
02/03/2022	Gloster	Z	140-36-11-559	86	2506	292,4	292,4	0	0						
09/03/2022	Gala	Z	140-36-11-559	768	3274	2611,2	2611,2	0	0						
21/03/2022	Idared	Z	140-36-11-559	193	3467	656,2	656,2	0	0						
21/03/2022	Cortland	Z	140-36-11-559	276	3743	883,2	883,2	0	0						
28/03/2022	Gala	Z	140-36-11-559	475	4218	1615	1615	0	0						
15/04/2022	Gloster	Z	140-36-11-559	263	4481	894,2	894,2	0	0						
02/05/2022	Gloster	Z	140-36-11-559	195	4676	663	663	0	0						
05/05/2022	Alwa	Z	140-36-11-559	53	4729	153,7	153,7	0	0						
09/05/2022	Gala	Z	140-36-11-559	558	5287	1897,2	1897,2	0	0						
30/05/2022	Jonagold	Z	140-36-11-559	637	5924	2165,8	2165,8	0	0						
09/06/2022	Papierowka	L	140-36-11-559	454	6378	1452,8	1452,8	0	0						
14/06/2022	Reneta	J	140-36-11-559	428	6806	1498	1498	0	0						
21/06/2022	Papierowka	L	140-36-11-559	358	7164	1145,6	1145,6	0	0						
27/06/2022	Melba	L	140-36-11-559	200	7364	540	540	0	0						
06/07/2022	Reneta	J	140-36-11-559	385	7749	1347,5	1347,5	0	0						
15/07/2022	Melba	L	140-36-11-559	144	7893	388,8	388,8	0	0						
20/07/2022	Papierowka	L	140-36-11-559	147	8040	470,4	470,4	0	0						
22/07/2022	Papierowka	L	140-36-11-559	481	8521	1539,2	1539,2	0	0						
25/07/2022	Melba	L	140-36-11-559	497	9018	1341,9	1341,9	0	0						
12/08/2022	Papierowka	L	140-36-11-559	179	9197	572,8	572,8	0	0						
15/08/2022	Melba	L	140-36-11-559	57	9254	153,9	153,9	0	0						
15/08/2022	Melba	L	140-36-11-559	284	9538	766,8	766,8	0	0						
06/09/2022	Lobo	J	140-36-11-559	222	9760	555	555	0	0						
09/09/2022	Lobo	J	140-36-11-559	268	10028	670	670	0	0						
22/09/2022	Delikates	J	140-36-11-559	263	10291	841,6	841,6	0	0						
23/09/2022	Reneta	J	140-36-11-559	305	10596	1067,5	1067,5	0	0						
03/10/2022	Kosztela	J	140-36-11-559	80	10676	200	200	0	0						
10/10/2022	Antonowka	J	140-36-11-559	400	11076	1280	1280	0	0						
24/10/2022	Kosztela	J	140-36-11-559	47	11123	117,5	117,5	0	0						
24/10/2022	Antonowka	J	140-36-11-559	217	11340	694,4	694,4	0	0						
29/10/2022	Lobo	J	140-36-11-559	80	11420	200	200	0	0						
29/10/2022	Delikates	J	140-36-11-559	344	11764	1100,8	1100,8	0	0						
03/11/2022	Kosztela	J	140-36-11-559	207	11971	517,5	517,5	0	0						
07/11/2022	Reneta	J	140-36-11-559	136	12107	476	476	0	0						
12/11/2022	Antonowka	J	140-36-11-559	487	12594	1558,4	1558,4	0	0						
14/11/2022	Kosztela	J	140-36-11-559	90	12684	225	225	0	0						
13/12/2022	Szampion	Z	140-36-11-559	459	13143	1101,6	1101,6	0	0						
04/01/2022	Ligol	Z	153-24-82-022	64	64	217,6	217,6	0	0						
17/01/2022	Cortland	Z	153-24-82-022	308	372	985,6	985,6	0	0						
19/01/2022	Gloster	Z	153-24-82-022	447	819	1519,8	1519,8	0	0						
11/02/2022	Gloster	Z	153-24-82-022	167	986	567,8	567,8	0	0						
21/02/2022	Jonagold	Z	153-24-82-022	680	1666	2312	2312	0	0						
05/03/2022	Gala	Z	153-24-82-022	743	2409	2526,2	2526,2	0	0						
11/03/2022	Alwa	Z	153-24-82-022	96	2505	278,4	278,4	0	0						
21/03/2022	Jonagored	Z	153-24-82-022	684	3189	2394	2394	0	0						
28/03/2022	Jonagold	Z	153-24-82-022	540	3729	1836	1836	0	0						
05/04/2022	Cortland	Z	153-24-82-022	498	4227	1593,6	1593,6	0	0						
11/04/2022	Szampion	Z	153-24-82-022	428	4655	1027,2	1027,2	0	0						
18/04/2022	Gala	Z	153-24-82-022	398	5053	1353,2	1353,2	0	0						
02/05/2022	Gloster	Z	153-24-82-022	146	5199	496,4	496,4	0	0						
05/05/2022	Szampion	Z	153-24-82-022	252	5451	604,8	604,8	0	0						
23/05/2022	Szampion	Z	153-24-82-022	502	5953	1204,8	1204,8	0	0						
24/05/2022	Jonagored	Z	153-24-82-022	260	6213	910	910	0	0						
25/05/2022	Jonagored	Z	153-24-82-022	226	6439	791	791	0	0						
01/06/2022	Melba	L	153-24-82-022	447	6886	1206,9	1206,9	0	0						
01/06/2022	Reneta	J	153-24-82-022	31	6917	108,5	108,5	0	0						
13/06/2022	Papierowka	L	153-24-82-022	466	7383	1491,2	1491,2	0	0						
23/06/2022	Reneta	J	153-24-82-022	339	7722	1186,5	1186,5	0	0						
27/06/2022	Papierowka	L	153-24-82-022	132	7854	422,4	422,4	0	0						
27/06/2022	Melba	L	153-24-82-022	403	8257	1088,1	1088,1	0	0						
23/07/2022	Melba	L	153-24-82-022	310	8567	837	837	0	0						
08/08/2022	Melba	L	153-24-82-022	55	8622	148,5	148,5	0	0						
09/08/2022	Melba	L	153-24-82-022	175	8797	472,5	472,5	0	0						
10/08/2022	Melba	L	153-24-82-022	37	8834	99,9	99,9	0	0						
26/08/2022	Melba	L	153-24-82-022	96	8930	259,2	259,2	0	0						
01/09/2022	Kosztela	J	153-24-82-022	267	9197	667,5	667,5	0	0						
07/09/2022	Delikates	J	153-24-82-022	18	9215	57,6	57,6	0	0						
22/09/2022	Antonowka	J	153-24-82-022	374	9589	1196,8	1196,8	0	0						
01/10/2022	Delikates	J	153-24-82-022	187	9776	598,4	598,4	0	0						
04/11/2022	Kosztela	J	153-24-82-022	25	9801	62,5	62,5	0	0						
09/11/2022	Antonowka	J	153-24-82-022	77	9878	246,4	246,4	0	0						
21/11/2022	Kosztela	J	153-24-82-022	25	9903	62,5	62,5	0	0						
26/11/2022	Reneta	J	153-24-82-022	85	9988	297,5	297,5	0	0						
01/12/2022	Ligol	Z	153-24-82-022	181	10169	615,4	615,4	0	0						
12/12/2022	Cortland	Z	153-24-82-022	404	10573	1292,8	1292,8	0	0						
03/01/2022	Jonagold	Z	159-34-45-151	543	543	1846,2	1846,2	0	0						
03/01/2022	Alwa	Z	159-34-45-151	341	884	988,9	988,9	0	0						
03/01/2022	Gala	Z	159-34-45-151	609	1493	2070,6	2070,6	0	0						
12/01/2022	Jonagored	Z	159-34-45-151	627	2120	2194,5	2194,5	0	0						
14/01/2022	Cortland	Z	159-34-45-151	94	2214	300,8	300,8	0	0						
29/01/2022	Alwa	Z	159-34-45-151	354	2568	1026,6	1026,6	0	0						
31/01/2022	Ligol	Z	159-34-45-151	255	2823	867	867	0	0						
03/02/2022	Jonagored	Z	159-34-45-151	367	3190	1284,5	1284,5	0	0						
07/02/2022	Jonagold	Z	159-34-45-151	388	3578	1319,2	1319,2	0	0						
14/02/2022	Gala	Z	159-34-45-151	413	3991	1404,2	1404,2	0	0						
18/02/2022	Idared	Z	159-34-45-151	408	4399	1387,2	1387,2	0	0						
25/02/2022	Gala	Z	159-34-45-151	678	5077	2305,2	2305,2	0	0						
09/03/2022	Ligol	Z	159-34-45-151	258	5335	877,2	877,2	0	0						
16/03/2022	Ligol	Z	159-34-45-151	243	5578	826,2	826,2	0	0						
25/03/2022	Szampion	Z	159-34-45-151	551	6129	1322,4	1322,4	0	0						
30/03/2022	Gala	Z	159-34-45-151	384	6513	1305,6	1305,6	0	0						
11/04/2022	Jonagold	Z	159-34-45-151	611	7124	2077,4	2077,4	0	0						
18/04/2022	Cortland	Z	159-34-45-151	500	7624	1600	1600	0	0						
25/04/2022	Gloster	Z	159-34-45-151	85	7709	289	289	0	0						
26/04/2022	Idared	Z	159-34-45-151	344	8053	1169,6	1169,6	0	0						
28/04/2022	Jonagored	Z	159-34-45-151	583	8636	2040,5	2040,5	0	0						
28/04/2022	Idared	Z	159-34-45-151	132	8768	448,8	448,8	0	0						
06/05/2022	Cortland	Z	159-34-45-151	398	9166	1273,6	1273,6	0	0						
12/05/2022	Cortland	Z	159-34-45-151	237	9403	758,4	758,4	0	0						
16/05/2022	Jonagold	Z	159-34-45-151	594	9997	2019,6	2019,6	0	0						
23/05/2022	Szampion	Z	159-34-45-151	360	10357	864	864	0	0						
30/05/2022	Alwa	Z	159-34-45-151	99	10456	287,1	287,1	0	0						
01/06/2022	Melba	L	159-34-45-151	37	10493	99,9	99,9	0	0						
10/06/2022	Melba	L	159-34-45-151	483	10976	1304,1	1304,1	0	0						
13/06/2022	Reneta	J	159-34-45-151	221	11197	773,5	773,5	0	0						
23/06/2022	Papierowka	L	159-34-45-151	461	11658	1475,2	1475,2	0	0						
